"DRXFDCD","DRXFCSD","DRXFCLD",
"11710376.0","SIMILAC SENSITIVE, INF FORM, PREP FRM LIQ CONC, W/BABY WATER","Similac Sensitive, infant formula, prepared from liquid concentrate, made with baby water",
"11710377.0","SIMILAC SENSITIVE, INF FORM, PREP FRM PDR, W/TAP  WATER","Similac Sensitive, infant formula, prepared from powder, made with tap water",
"11710378.0","SIMILAC SENSITIVE, INF FORM, PREP FRM PDR, W/ BOT WATER","Similac Sensitive, infant formula, prepared from powder, made with plain bottled water",
"11710379.0","SIMILAC SENSITIVE, INF FORM, PREP FRM PDR, W/ BABY WATER","Similac Sensitive, infant formula, prepared from powder, made with baby water",
"11710380.0","SIMILAC SENSITIVE FOR SPIT-UP, INFANT FORMULA, NS AS TO FORM","Similac Sensitive for Spit-Up, infant formula, NS as to form",
"11710381.0","SIMILAC SENSITIVE FOR SPIT-UP, INFANT FORMULA, READY-TO-FEED","Similac Sensitive for Spit-Up, infant formula, ready-to-feed",
"11710383.0","SIMILAC SENSITIVE SPIT-UP,INF FORM, FR PDR, W/ WATER, NFS","Similac Sensitive for Spit-Up, infant formula, prepared from powder, made with water, NFS",
"11710387.0","SIMILAC SENSITIVE SPIT-UP,INF FORM,PREP FR PDR,W/TAP WATER","Similac Sensitive for Spit-Up, infant formula, prepared from powder, made with tap water",
"11710388.0","SIMILAC SENSITIVE SPIT-UP,INF FORM,PREP FR PDR,W/BOT WATER","Similac Sensitive for Spit-Up, infant formula, prepared from powder, made with plain bottled water",
"11710389.0","SIMILAC SENSITIVE SPIT-UP,INF FORM,PREP FR PDR,W/BABY WATER","Similac Sensitive for Spit-Up, infant formula, prepared from powder, made with baby water",
"11710470.0","SIMILAC EXPERT CARE NEOSURE, INFANT FORMULA, NS AS TO FORM","Similac Expert Care NeoSure, infant formula, NS as to form",
"11710471.0","SIMILAC EXPERT CARE NEOSURE, INFANT FORMULA, READY-TO-FEED","Similac Expert Care NeoSure, infant formula, ready-to-feed",
"11710473.0","SIMILAC EXPERT CARE NEOSURE,INF FORM,PREP FR PDR,W/WATER,NFS","Similac Expert Care NeoSure, infant formula, prepared from powder, made with water, NFS",
"11710477.0","SIMILAC EXPERT CARE NEOSURE,INF FORM,PREP FR PDR,W/TAP WATER","Similac Expert Care NeoSure, infant formula, prepared from powder, made with tap water",
"11710478.0","SIMILAC EXPERT CARE NEOSURE,INF FORM,PREP FR PDR,W/BOT WATER","Similac Expert Care NeoSure, infant formula, prepared from powder, made with plain bottled water",
"11710479.0","SIMILAC EXPERT CARE NEOSURE,INF FORM,PREP FR PDR,W/BABY WAT","Similac Expert Care NeoSure, infant formula, prepared from powder, made with baby water",
"11710480.0","SIMILAC GO AND GROW, INFANT FORMULA, NS AS TO FORM","Similac Go and Grow, infant formula, NS as to form",
"11710481.0","SIMILAC GO AND GROW,INF FORM,PREP FR PDR,W/WATER,NFS","Similac Go and Grow, infant formula, prepared from powder, made with water, NFS",
"11710482.0","SIMILAC GO AND GROW,INF FORM,PREP FR PDR,W/TAP WATER","Similac Go and Grow, infant formula, prepared from powder, made with tap water",
"11710483.0","SIMILAC GO AND GROW,INF FORM,PREP FR PDR,W/BOT WATER","Similac Go and Grow, infant formula, prepared from powder, made with plain bottled water",
"11710484.0","SIMILAC GO AND GROW,INF FORM,PREP FR PDR,W/BABY WATER","Similac Go and Grow, infant formula, prepared from powder, made with baby water",
"11710620.0","ENFAMIL PREMIUM NEWBORN, INFANT FORMULA, NS AS TO FORM","Enfamil PREMIUM Newborn, infant formula, NS as to form",
"11710621.0","ENFAMIL PREMIUM NEWBORN, INFANT FORMULA, READY-TO-FEED","Enfamil PREMIUM Newborn, infant formula, ready-to-feed",
"11710626.0","ENFAMIL PREMIUM INFANT, INF FORM, PREP FRO PDR, WATER NFS","Enfamil PREMIUM Newborn, infant formula, prepared from powder, made with water, NFS",
"11710627.0","ENFAMIL PREMIUM NEWBORN, INFANT FORMULA, PREP FRM PDR,TAP","Enfamil PREMIUM Newborn, infant formula, prepared from powder, made with tap water",
"11710628.0","ENFAMIL PREMIUM NEWBORN, INF FORM, PREP FRM PDR,BOTTLE WATER","Enfamil PREMIUM Newborn, infant formula, prepared from powder, made with plain bottled water",
"11710629.0","ENFAMIL PREMIUM NEWBORN, INFANT FORMULA, PREP FRM PDR, BABY","Enfamil PREMIUM Newborn, infant formula, prepared from powder, made with baby water",
"11710630.0","ENFAMIL PREMIUM INFANT, INFANT FORMULA, NS AS TO FORM","Enfamil PREMIUM Infant, infant formula, NS as to form",
"11710631.0","ENFAMIL PREMIUM INFANT, INFANT FORMULA, READY-TO-FEED","Enfamil PREMIUM Infant, infant formula, ready-to-feed",
"11710632.0","ENFAMIL PREMIUM INFANT, INF FORM, PREP FRM LIQ CONC,WATER NF","Enfamil PREMIUM Infant, infant formula, prepared from liquid concentrate, made with water, NFS",
"11710633.0","ENFAMIL PREMIUM INFANT, INF FORM, PREP FRM LIQ CONC,TAP WATE","Enfamil PREMIUM Infant, infant formula, prepared from liquid concentrate, made with tap water",
"11710634.0","ENFAMIL PREMIUM INFANT, INF FORM, PREP FRM LIQ CONC,BOT WATE","Enfamil PREMIUM Infant, infant formula, prepared from liquid concentrate, made with plain bottled water",
"11710635.0","ENFAMIL PREMIUM INFANT, INF FORM, PREP FRM LIQ CONC, BABY","Enfamil PREMIUM Infant, infant formula, prepared from liquid concentrate, made with baby water",
"11710636.0","ENFAMIL PREMIUM INFANT, INF FORM, PREP FRM PDR, WATER NFS","Enfamil PREMIUM Infant, infant formula, prepared from powder, made with water, NFS",
"11710637.0","ENFAMIL PREMIUM INFANT, INF FORM, PREP FRM PDR, TAP WATER","Enfamil PREMIUM Infant, infant formula, prepared from powder, made with tap water",
"11710638.0","ENFAMIL PREMIUM INFANT, INF FORM, PREP FRM PDR, BOT WATER","Enfamil PREMIUM Infant, infant formula, prepared from powder, made with plain bottled water",
"11710639.0","ENFAMIL PREMIUM INFANT, INF FORM, PREP FRM PDR, BABY WATER","Enfamil PREMIUM Infant, infant formula, prepared from powder, made with baby water",
"11710640.0","ENFAMIL PREMIUM LIPIL, INFANT FORMULA, NS AS TO FORM","Enfamil PREMIUM LIPIL, infant formula, NS as to form",
"11710642.0","ENFAMIL PREMIUM LIPIL,INF FORM,PREP FR LIQ CONC,W/WATER,NFS","Enfamil PREMIUM LIPIL, infant formula, prepared from liquid concentrate, made with water, NFS",
"11710643.0","ENFAMIL PREMIUM LIPIL,INF FORM,PREP FR PDR,W/WATER,NFS","Enfamil PREMIUM LIPIL, infant formula, prepared from powder, made with water, NFS",
"11710644.0","ENFAMIL PREMIUM LIPIL,INF FORM,PREP FR LIQ CONC,W/TAP WATER","Enfamil PREMIUM LIPIL, infant formula, prepared from liquid concentrate, made with tap water",
"11710645.0","ENFAMIL PREMIUM LIPIL,INF FORM,PREP FR LIQ CONC,W/BOT WATER","Enfamil PREMIUM LIPIL, infant formula, prepared from liquid concentrate, made with plain bottled water",
"11710646.0","ENFAMIL PREMIUM LIPIL,INF FORM,PREP FR LIQ CONC,W/BABY WATER","Enfamil PREMIUM LIPIL, infant formula, prepared from liquid concentrate, made with baby water",
"11710647.0","ENFAMIL PREMIUM LIPIL,INF FORM,PREP FR PDR,W/TAP WATER","Enfamil PREMIUM LIPIL, infant formula, prepared from powder, made with tap water",
"11710648.0","ENFAMIL PREMIUM LIPIL,INF FORM,PREP FR PDR,W/BOT WATER","Enfamil PREMIUM LIPIL, infant formula, prepared from powder, made with plain bottled water",
"11710649.0","ENFAMIL PREMIUM LIPIL,INF FORM,PREP FR PDR,W/BABY WATER","Enfamil PREMIUM LIPIL, infant formula, prepared from powder, made with baby water",
"11710650.0","ENFAMIL LIPIL, INFANT FORMULA, NS AS TO FORM","Enfamil LIPIL, infant formula, NS as to form",
"11710651.0","ENFAMIL LIPIL, INFANT FORMULA, READY-TO-FEED","Enfamil LIPIL, infant formula, ready-to-feed",
"11710652.0","ENFAMIL LIPIL, INFANT FORMULA, PREP FR LIQ CONC, W/WATER,NFS","Enfamil LIPIL, infant formula, prepared from liquid concentrate, made with water, NFS",
"11710653.0","ENFAMIL LIPIL, INFANT FORMULA, PREP FRM PDR, W/WATER,NFS","Enfamil LIPIL, infant formula, prepared from powder, made with water, NFS",
"11710654.0","ENFAMIL LIPIL, INFANT FORMULA, PREP FR LIQ CONC, W/TAP WATER","Enfamil LIPIL, infant formula, prepared from liquid concentrate, made with tap water",
"11710655.0","ENFAMIL LIPIL, INFANT FORMULA, PREP FR LIQ CONC, W/BOT WATER","Enfamil LIPIL, infant formula, prepared from liquid concentrate, made with plain bottled water",
"11710656.0","ENFAMIL LIPIL, INFANT FORMULA, PREP FR LIQ CONC, W/BABY WAT","Enfamil LIPIL, infant formula, prepared from liquid concentrate, made with baby water",
"11710657.0","ENFAMIL LIPIL, INFANT FORMULA, PREP FRM PDR, W/TAP WATER","Enfamil LIPIL, infant formula, prepared from powder, made with tap water",
"11710658.0","ENFAMIL LIPIL, INFANT FORMULA, PREP FRM PDR, W/BOT WATER","Enfamil LIPIL, infant formula, prepared from powder, made with plain bottled water",
"11710659.0","ENFAMIL LIPIL, INFANT FORMULA, PREP FRM PDR, W/BABY WATER","Enfamil LIPIL, infant formula, prepared from powder, made with baby water",
"11710660.0","ENFAMIL A.R. LIPIL, INFANT FORMULA, NS AS TO FORM","Enfamil A.R. Lipil, infant formula, NS as to form",
"11710661.0","ENFAMIL A.R. LIPIL, INFANT FORMULA, READY-TO-FEED","Enfamil A.R. Lipil, infant formula, ready-to-feed",
"11710663.0","ENFAMIL A.R., INFANT FORMULA, PREP FR PDR, W/WATER, NFS","Enfamil A.R. LIPIL, infant formula, prepared from powder, made with water, NFS",
"11710664.0","ENFAMIL A.R., INFANT FORMULA, PREP FR PDR, W/TAP WATER","Enfamil A.R. LIPIL, infant formula, prepared from powder, made with tap water",
"11710665.0","ENFAMIL ENFACARE LIPIL, INFANT FORMULA, NS AS TO FORM","Enfamil EnfaCare LIPIL, infant formula, NS as to form",
"11710666.0","ENFAMIL ENFACARE LIPIL, INFANT FORMULA, READY-TO-FEED","Enfamil EnfaCare LIPIL, infant formula, ready-to-feed",
"11710667.0","ENFAMIL ENFACARE LIPIL, INF FORM, PREP FR PDR, W/ WATER,NFS","Enfamil EnfaCare LIPIL, infant formula, prepared from powder, made with water, NFS",
"11710668.0","ENFAMIL A.R., INFANT FORMULA, PREP FR PDR, W/BOT WATER","Enfamil A.R. LIPIL, infant formula, prepared from powder, made with plain bottled water",
"11710669.0","ENFAMIL A.R., INFANT FORMULA, PREP FR PDR, W/BABY WATER","Enfamil A.R. LIPIL, infant formula, prepared from powder, made with baby water",
"11710670.0","ENFAMIL GENTLEASE LIPIL, INFANT FORMULA, NS AS TO FORM","Enfamil Gentlease LIPIL, infant formula, NS as to form",
"11710671.0","ENFAMIL GENTLEASE LIPIL, INFANT FORMULA, READY-TO-FEED","Enfamil Gentlease LIPIL, infant formula, ready-to-feed",
"11710673.0","ENFAMIL GENTLEASE LIPIL, INF FORM, PREP FRM PDR, W/WATER,NFS","Enfamil Gentlease LIPIL, infant formula, prepared from powder, made with water, NFS",
"11710674.0","ENFAMIL ENFACARE LIPIL, INF FORM, PREP FR PDR, W/ TAP WATER","Enfamil EnfaCare LIPIL, infant formula, prepared from powder, made with tap water",
"11710675.0","ENFAMIL ENFACARE LIPIL, INF FORM, PREP FR PDR, W/ BOT WATER","Enfamil EnfaCare LIPIL, infant formula, prepared from powder, made with plain bottled water",
"11710676.0","ENFAMIL ENFACARE LIPIL, INF FORM, PREP FR PDR, W/BABY  WATER","Enfamil EnfaCare LIPIL, infant formula, prepared from powder, made with baby water",
"11710677.0","ENFAMIL GENTLEASE LIPIL, INF FORM, PREP FRM PDR, W/TAP WATER","Enfamil Gentlease LIPIL, infant formula, prepared from powder, made with tap water",
"11710678.0","ENFAMIL GENTLEASE LIPIL, INF FORM, PREP FRM PDR, W/BOT WATER","Enfamil Gentlease LIPIL, infant formula, prepared from powder, made with plain bottled water",
"11710679.0","ENFAMIL GENTLEASE LIPIL, INF FORM, PREP FRM PDR, W/ BABY WAT","Enfamil Gentlease LIPIL, infant formula, prepared from powder, made with baby water",
"11710680.0","ENFAMIL ENFAGROW PREM NEXT STEP LIPIL , INF FORMULA, NS FORM","Enfamil Enfagrow PREMIUM Next Step LIPIL, infant formula, NS as to form",
"11710681.0","ENFAMIL ENFAGROW PREM NEXT STEP, INF FORMULA, RTF","Enfamil Enfagrow PREMIUM Next Step LIPIL, infant formula, ready-to-feed",
"11710683.0","ENFAMIL ENFAGROW PREM NEXT STEP,INF FORMULA,PDR,W/WATER,NFS","Enfamil Enfagrow PREMIUM Next Step LIPIL, infant formula, prepared from powder, made with water, NFS",
"11710687.0","ENFAMIL ENFAGROW PREM NEXT STEP,INF FORMULA,PDR,W/TAP WATER","Enfamil Enfagrow PREMIUM Next Step LIPIL, infant formula, prepared from powder, made with tap water",
"11710688.0","ENFAMIL ENFAGROW PREM NEXT STEP,INF FORMULA,PDR,W/BOT WATER","Enfamil Enfagrow PREMIUM Next Step LIPIL, infant formula, prepared from powder, made with plain bottled water",
"11710689.0","ENFAMIL ENFAGROW PREM NEXT STEP,INF FORMULA,PDR,W/BABY WATER","Enfamil Enfagrow PREMIUM Next Step LIPIL, infant formula, prepared from powder, made with baby water",
"11710690.0","ENFAMIL GENTLEASE NEXT STEP LIPIL, INFANT FORMULA, NS FORM","Enfamil Gentlease Next Step LIPIL, infant formula, NS as to form",
"11710693.0","ENFAMIL GENTLEASE NEXT STEP,INF FORM,PREP FR PDR,W/WATER,NFS","Enfamil Gentlease Next Step LIPIL, infant formula, prepared from powder, made with water, NFS",
"11710697.0","ENFAMIL GENTLEASE NEXT STEP,INF FORM,PREP FR PDR,W/TAP WATER","Enfamil Gentlease Next Step LIPIL, infant formula, prepared from powder, made with tap water",
"11710698.0","ENFAMIL GENTLEASE NEXT STEP,INF FORM,PREP FR PDR,W/BOT WATER","Enfamil Gentlease Next Step LIPIL, infant formula, prepared from powder, made with plain bottled water",
"11710699.0","ENFAMIL GENTLEASE NEXT STEP,INF FORM,PREP FR PDR,W/BABY WAT","Enfamil Gentlease Next Step LIPIL, infant formula, prepared from powder, made with baby water",
"11710800.0","PEDIASURE, INFANT FORMULA, NS AS TO FORM","Pediasure, infant formula, NS as to form",
"11710801.0","PEDIASURE,INFANT FORMULA, READY-TO-FEED","Pediasure, infant formula, ready-to-feed",
"11710805.0","PEDIASURE FIBER, INFANT FORMULA, NS AS TO FORM","Pediasure Fiber, infant formula, NS as to form",
"11710806.0","PEDIASURE FIBER, INFANT FORMULA, READY-TO-FEED","Pediasure Fiber, infant formula, ready-to-feed",
"11710910.0","GERBER GOOD START  GENTLE PLUS, INF FORM, NS FORM","Gerber Good Start  Gentle Plus, infant formula, NS as to form",
"11710911.0","GERBER GOOD START GENTLE PLUS, INFANT FORMULA, READY-TO-FEED","Gerber Good Start Gentle Plus, infant formula, ready-to-feed",
"11710912.0","GERBER GOOD START GENTLE PLUS,PREP FRM LIQ CONC,W/WATER,NFS","Gerber Good Start Gentle Plus, infant formula, prepared from liquid concentrate, made with water, NFS",
"11710913.0","GERBER GOOD START GENTLE PLUS, PREP FRM PDR,W/WATER,NFS","Gerber Good Start Gentle Plus, infant formula, prepared from powder, made with water, NFS",
"11710914.0","GERBER GOOD START GENTLE PLUS,PREP FRM LIQ CONC,W/TAP WATER","Gerber Good Start Gentle Plus, infant formula, prepared from liquid concentrate, made with tap water",
"11710915.0","GERBER GOOD START GENTLE PLUS,PREP FRM LIQ CONC,W/BOT WATER","Gerber Good Start Gentle Plus, infant formula, prepared from liquid concentrate, made with plain bottled water",
"11710916.0","GERBER GOOD START GENTLE PLUS,PREP FRM LIQ CONC,W/BABY WATER","Gerber Good Start Gentle Plus, infant formula, prepared from liquid concentrate, made with baby water",
"11710917.0","GERBER GOOD START GENTLE PLUS, PREP FRM PDR,W/TAP WATER","Gerber Good Start Gentle Plus, infant formula, prepared from powder, made with tap water",
"11710918.0","GERBER GOOD START GENTLE PLUS, PREP FRM PDR,W/BOT WATER","Gerber Good Start Gentle Plus, infant formula, prepared from powder, made with plain bottled water",
"11710919.0","GERBER GOOD START GENTLE PLUS, PREP FRM PDR,W/BABY WATER","Gerber Good Start Gentle Plus, infant formula, prepared from powder, made with baby water",
"11710920.0","GERBER GOOD START PROTECT PLUS, INFANT FORMULA, NS FORM","Gerber Good Start Protect Plus, infant formula, NS as to form",
"11710923.0","GERBER GOOD START PROTECT PLUS, PREP FRM PDR,W/WATER,NFS","Gerber Good Start Protect Plus, infant formula, prepared from powder, made with water, NFS",
"11710927.0","GERBER GOOD START PROTECT PLUS, PREP FRM PDR,W/TAP WATER","Gerber Good Start Protect Plus, infant formula, prepared from powder, made with tap water",
"11710928.0","GERBER GOOD START PROTECT PLUS, PREP FRM PDR,W/BOT WATER","Gerber Good Start Protect Plus, infant formula, prepared from powder, made with plain bottled water",
"11710929.0","GERBER GOOD START PROTECT PLUS, PREP FRM PDR,W/BABY WATER","Gerber Good Start Protect Plus, infant formula, prepared from powder, made with baby water",
"11710930.0","GERBER GOOD START 2 GENTLE PLUS, INFANT FORMULA, NS  FORM","Gerber Good Start 2 Gentle Plus, infant formula, NS as to form",
"11710933.0","GERBER GOOD START 2 GENTLE PLUS, PREP FRM PDR,W/WATER,NFS","Gerber Good Start 2 Gentle Plus, infant formula, prepared from powder, made with water, NFS",
"11710937.0","GERBER GOOD START 2 GENTLE PLUS, PREP FRM PDR,W/TAP WATER","Gerber Good Start 2 Gentle Plus, infant formula, prepared from powder, made with tap water",
"11710938.0","GERBER GOOD START 2 GENTLE PLUS, PREP FRM PDR,W/BOT WATER","Gerber Good Start 2 Gentle Plus, infant formula, prepared from powder, made with plain bottled water",
"11710939.0","GERBER GOOD START 2 GENTLE PLUS, PREP FRM PDR,W/BABY WATER","Gerber Good Start 2 Gentle Plus, infant formula, prepared from powder, made with baby water",
"11710940.0","GERBER GOOD START 2 PROTECT PLUS, INFANT FORMULA, NS FORM","Gerber Good Start 2 Protect Plus, infant formula, NS as to form",
"11710943.0","GERBER GOOD START 2 PROTECT PLUS, PREP FRM PDR,W/WATER,NFS","Gerber Good Start 2 Protect Plus, infant formula, prepared from powder, made with water, NFS",
"11710947.0","GERBER GOOD START 2 PROTECT PLUS, PREP FRM PDR,W/TAP WATER","Gerber Good Start 2 Protect Plus, infant formula, prepared from powder, made with tap water",
"11710948.0","GERBER GOOD START 2 PROTECT PLUS, PREP FRM PDR,W/BOT WATER","Gerber Good Start 2 Protect Plus, infant formula, prepared from powder, made with plain bottled water",
"11710949.0","GERBER GOOD START 2 PROTECT PLUS, PREP FRM PDR,W/BABY WATER","Gerber Good Start 2 Protect Plus, infant formula, prepared from powder, made with baby water",
"11710960.0","AMERICA'S STORE BRAND, INFANT FORMULA, NS AS TO FORM","America's Store Brand, infant formula, NS as to form",
"11710961.0","AMERICA'S STORE BRAND,INF FORM,PREP FRM LIQ CONC,W/WATER,NFS","America's Store Brand, infant formula, prepared from liquid concentrate, made with water, NFS",
"11710962.0","AMERICA'S STORE BRAND,INF FORM,PREP FRM PDR,W/ WATER, NFS","America's Store Brand, infant formula, prepared from powder, made with water, NFS",
"11710963.0","AMERICA'S STORE BRAND, INFANT FORMULA, READY-TO-FEED","America's Store Brand, infant formula, ready-to-feed",
"11710964.0","AMERICA'S STORE BRAND,INF FORM,PREP FRM LIQ CONC,W/TAP WATER","America's Store Brand, infant formula, prepared from liquid concentrate, made with tap water",
"11710965.0","AMERICA'S STORE BRAND,INF FORM,PREP FRM LIQ CONC,W/BOT WATER","America's Store Brand, infant formula, prepared from liquid concentrate, made with plain bottled water",
"11710966.0","AMERICA'S STORE BRAND,INF FORM,PREP FRM LIQ CONC,W/BABY WATR","America's Store Brand, infant formula, prepared from liquid concentrate, made with baby water",
"11710967.0","AMERICA'S STORE BRAND,INF FORM,PREP FRM PDR,W/ TAP WATER","America's Store Brand, infant formula, prepared from powder, made with tap water",
"11710968.0","AMERICA'S STORE BRAND,INF FORM,PREP FRM PDR,W/ BOT WATER","America's Store Brand, infant formula, prepared from powder, made with plain bottled water",
"11710969.0","AMERICA'S STORE BRAND,INF FORM,PREP FRM PDR,W/ BABY WATER","America's Store Brand, infant formula, prepared from powder, made with baby water",
"11720310.0","ENFAMIL PROSOBEE LIPIL, INFANT FORMULA, NS AS TO FORM","Enfamil ProSobee LIPIL, infant formula, NS as to form",
"11720311.0","ENFAMIL PROSOBEE LIPIL, INFANT FORMULA, READY-TO-FEED","Enfamil ProSobee Lipil, infant formula, ready-to-feed",
"11720312.0","ENFAMIL PROSOBEE LIPIL,INF FORM, FR LIQ CONC,W/ WATER,NFS","Enfamil ProSobee LIPIL, infant formula, prepared from liquid concentrate, made with water, NFS",
"11720313.0","ENFAMIL PROSOBEE LIPIL,INF FORM,PREP FR  PDR, W/WATER, NFS","Enfamil ProSobee LIPIL, infant formula, prepared from powder, made with water, NFS",
